Initialized:  1
Initialized:  2
854.764092101 , 573.759349542 , 583.686447307 , 0.00470018386841
994.176482953 , 663.046510471 , 661.371548403 , 0.0107431411743
1000.68205232 , 616.712178672 , 655.802362663 , 0.0208401679993
992.45702641 , 611.862185233 , 651.290423637 , 0.030925989151
986.696680429 , 563.957586742 , 607.159254858 , 0.0410001277924
988.782781042 , 561.359509641 , 607.290083585 , 0.0510339736938
990.760142877 , 506.931556587 , 626.076342937 , 0.0611560344696
984.185383701 , 503.740582832 , 622.626524438 , 0.0711669921875
1007.04230515 , 463.639305386 , 715.984357292 , 0.0820300579071
967.59767116 , 472.773690055 , 753.259748322 , 0.092080116272
990.157510996 , 374.583420788 , 783.778157024 , 0.102209091187
914.661984118 , -273.809329095 , 696.916331166 , 0.28416800499
965.977582979 , -298.874118956 , 640.140584334 , 0.294218063354
1030.47298841 , -432.567003106 , 650.99540571 , 0.30429315567
778.292224578 , -748.561203988 , 302.19867873 , 0.435142040253
762.180454608 , -832.934408878 , 270.566734843 , 0.445211172104
795.281092188 , -804.001424333 , 283.085464526 , 0.455302000046
831.607314081 , -940.607180981 , 216.531004943 , 0.465514183044
1213.706542 , -1383.39438357 , 257.156452308 , 0.475471973419
1724.6012778 , -1983.29157333 , 117.56491945 , 0.666764974594
1232.55169347 , -1535.38207779 , 134.089436292 , 0.686913967133
1154.96278661 , -916.868263507 , 196.798970853 , 0.787599086761
1359.46106805 , -1077.11603322 , 211.001131953 , 0.797723054886
804.255337558 , -716.355567304 , 110.912999523 , 0.878239154816
962.591901065 , -847.900327267 , 76.9692246876 , 0.888323068619
948.011727595 , -874.055265373 , 117.667520446 , 0.898399114609
930.153403238 , -890.751873798 , 111.486650244 , 0.908488035202
749.977916998 , -732.341470185 , 104.741048762 , 0.958814144135
561.923418298 , -603.795908113 , 90.8441850155 , 0.968896150589
570.521879034 , -544.712512127 , 133.227707368 , 0.978923082352
565.306379449 , -546.691275921 , 131.829567729 , 0.989020109177
744.889464394 , -722.230152608 , 138.418409575 , 0.999088048935
596.064834463 , -594.831434704 , 137.164527314 , 1.00922012329
590.24728352 , -533.739184349 , 147.254272771 , 1.0192360878
587.859793404 , -535.704395501 , 158.863544506 , 1.02934408188
755.215408655 , -687.874841081 , 172.797196224 , 1.03933811188
662.305336777 , -601.528088393 , 177.390971017 , 1.04944801331
621.987002916 , -546.368573826 , 157.752008742 , 1.05950403214
639.767643051 , -538.768771015 , 176.512060616 , 1.06960296631
805.592254716 , -677.608084669 , 193.223716614 , 1.07962107658
867.96734762 , -707.358253459 , 219.158218409 , 1.08973813057
861.641886671 , -732.150847592 , 189.571474088 , 1.09976601601
876.892580378 , -719.915966809 , 193.646367125 , 1.1104490757
847.642926533 , -695.909293348 , 191.036858875 , 1.12048602104
979.244744141 , -762.051288982 , 220.124649131 , 1.13057398796
988.457843517 , -828.902700421 , 190.413198526 , 1.1406121254
995.002344883 , -821.901702541 , 194.359718471 , 1.15069508553
956.463144615 , -763.038098542 , 190.405726743 , 1.17085814476
960.55815686 , -804.101663272 , 175.450927549 , 1.18093109131
963.114294605 , -801.88288297 , 173.529196643 , 1.1909930706
894.180302748 , -743.939535069 , 169.634890952 , 1.20112109184
939.966447247 , -777.496831089 , 162.734931116 , 1.21118307114
964.117887674 , -818.727524059 , 167.548802478 , 1.22131514549
966.407835538 , -817.117775436 , 158.67571048 , 1.23145699501
891.307479925 , -752.914652596 , 155.553396472 , 1.24136519432
863.212990015 , -731.155433533 , 147.506025867 , 1.25147795677
862.218460988 , -731.091135624 , 163.080129301 , 1.26162409782
853.201780902 , -738.166718312 , 151.339235856 , 1.27162098885
851.195895991 , -736.409798396 , 151.258624542 , 1.28171515465
807.388520419 , -706.772542884 , 143.102777874 , 1.29177808762
807.148500623 , -688.376326526 , 158.329684822 , 1.30185413361
803.795667393 , -690.608389614 , 157.258799118 , 1.31196403503
850.340376046 , -731.017879143 , 159.684041558 , 1.32250213623
812.703917702 , -709.290112627 , 154.697116581 , 1.3326151371
805.866286056 , -688.727089259 , 164.058020183 , 1.34256196022
805.970316441 , -688.730692664 , 162.22831136 , 1.35266208649
835.190118694 , -713.907651745 , 163.95458087 , 1.36272597313
800.53170246 , -688.337516699 , 166.895840201 , 1.37280106544
799.366200991 , -680.389452435 , 166.812079998 , 1.38284111023
798.421992173 , -681.058631066 , 164.996018669 , 1.39291095734
844.683928366 , -720.816693321 , 167.907506117 , 1.40304398537
836.601281117 , -713.892349173 , 174.159199097 , 1.41308712959
845.75709607 , -717.242185626 , 166.45655085 , 1.42313218117
848.365341597 , -715.235624728 , 169.483519288 , 1.43320417404
857.065258652 , -722.617453156 , 170.036689298 , 1.4433350563
875.628758523 , -736.082279496 , 176.419979013 , 1.45346808434
881.716475755 , -741.419782031 , 166.67167116 , 1.46353197098
883.450148434 , -739.863782314 , 171.216611749 , 1.47360706329
869.305131792 , -727.939579613 , 170.335790156 , 1.48365497589
898.711062226 , -748.046709944 , 175.617379424 , 1.493694067
901.609679237 , -753.110498168 , 170.800384646 , 1.50377011299
901.380474394 , -753.505422254 , 166.723247682 , 1.51381897926
864.568850471 , -722.510624194 , 164.68675995 , 1.52388501167
872.618399561 , -727.391253835 , 162.964688168 , 1.56453108788
884.260412445 , -734.855231864 , 158.227235521 , 1.57467603683
880.5738162 , -737.425834756 , 161.512112954 , 1.58467507362
880.600702804 , -737.444768587 , 160.520637473 , 1.59469413757
862.690141959 , -722.31581502 , 159.629499826 , 1.6047680378
868.434604028 , -727.152604038 , 154.703342146 , 1.61483216286
