9.226317262621241753e+02,-1.149211635305662639e+03,8.289650500102627575e+02,9.478388788119166293e+02,5.538726134823924440e+03,4.345671754515849898e+03,9.072432039198087068e+02,-1.172674981047184019e+03,7.835564341172052991e+02,1.523137175909482000e+15
9.158987687120991268e+02,-1.128423883174355979e+03,8.251439194554698133e+02,-6.847172134921853512e+02,2.012033563206026884e+03,-4.345274001212069379e+02,8.996874223739549734e+02,-1.163023392391288780e+03,7.778660713555184429e+02,1.523137175919510000e+15
9.027296286570974644e+02,-1.066743653179557214e+03,8.529658981343327468e+02,-1.308663163077580748e+03,6.143777995043245937e+03,2.787384923057757987e+03,8.964076607370177499e+02,-1.025183758816818681e+03,8.851331508144078271e+02,1.523137175929638000e+15
9.035736195552570962e+02,-9.806629403849665323e+02,9.046301097380005558e+02,1.001684809310504534e+02,8.534038754618793973e+03,5.132784172043930994e+03,9.175042420841925832e+02,-9.560200075408083649e+02,9.284204721110907030e+02,1.523137175939742000e+15
9.152159293561439881e+02,-9.197908629621092587e+02,9.383305776111271825e+02,1.163023949893463623e+03,5.984372575292578404e+03,3.308147738039526757e+03,9.258565543477202482e+02,-9.442591730854397838e+02,9.207032037638143720e+02,1.523137175949753000e+15
9.241927440617741922e+02,-8.999409048176032684e+02,9.441476785927700348e+02,8.836670319668088496e+02,1.912884124918321504e+03,5.417979179209009999e+02,9.215393192684698533e+02,-9.399346724260230985e+02,9.168833021940174604e+02,1.523137175960025000e+15
9.212068572957582546e+02,-8.500811705054493359e+02,9.759211846662996095e+02,-3.092368643367937580e+02,4.962923177510127061e+03,3.170772942442008116e+03,9.093843002100742297e+02,-8.193502774424786139e+02,1.002276711560620129e+03,1.523137175970114000e+15
9.232690885152069313e+02,-7.663392753298713842e+02,1.024129847943739378e+03,2.099494261601286667e+02,8.314386293268797090e+03,4.782609513787549076e+03,9.284236883780235985e+02,-7.322266119293947213e+02,1.040630781796759038e+03,1.523137175980548000e+15
9.344790219060364507e+02,-7.081434292299308026e+02,1.050001818771873786e+03,1.118463448497727086e+03,5.719396255160168948e+03,2.529517638172304032e+03,9.435894610352647760e+02,-7.330914460626781874e+02,1.028047694462132768e+03,1.523137175990511000e+15
9.604973343810049755e+02,-3.944692419341023424e+02,1.179764741486452294e+03,-2.739284412536565469e+03,4.054986709204124963e+03,8.977350292834662469e+02,9.233234881714313360e+02,-4.039356956858680974e+02,1.166626474494330978e+03,1.523137176051195000e+15
9.439154961308595375e+02,-3.579725646127908476e+02,1.165148418694404654e+03,-1.625175447843485244e+03,3.600805142285238617e+03,-1.472498986307630275e+03,9.547265020060796132e+02,-3.620257543835206206e+02,1.141554745609522342e+03,1.523137176061292000e+15
9.665244690422733811e+02,-3.499738517572307046e+02,1.155719289729067896e+03,2.280480655287895843e+03,7.564815835914755553e+02,-9.252182837486745939e+02,1.005385196432122029e+03,-3.779831903245229796e+02,1.161015150626807326e+03,1.523137176071338000e+15
9.793905853042344916e+02,-3.537765590114123029e+02,1.135040757525976915e+03,1.259131834299885440e+03,-3.893863285004379122e+02,-2.056753339989913911e+03,9.694518950133165163e+02,-3.651440821015086726e+02,1.123614408160372932e+03,1.523137176081384000e+15
9.747144095085517392e+02,-2.890741735100608025e+02,1.168993285307952647e+03,-4.827901181715898247e+02,6.474930655393582128e+03,3.419987655944435573e+03,9.574469153698701120e+02,-2.204779247237048878e+02,1.223513346489827200e+03,1.523137176091457000e+15
9.797248183452030617e+02,-1.959980584916370958e+02,1.197702174261187565e+03,5.068585045891001073e+02,9.229588587444877703e+03,2.829629044069358315e+03,9.895631283635702857e+02,-1.676712500271491990e+02,1.192211186654978064e+03,1.523137176101613000e+15
1.006589376636292855e+03,-1.358086582380162781e+02,1.214275384695775756e+03,2.680348184128683897e+03,5.907723482883371616e+03,1.623175013477781931e+03,1.028385349881491720e+03,-1.679151438588442318e+02,1.202552304689670336e+03,1.523137176111691000e+15
1.002357517030760050e+03,-1.182136025188535484e+02,1.186461859533507095e+03,-4.554841561720311347e+02,1.688317503947527939e+03,-2.800960775139267753e+03,9.713221755839404068e+02,-1.596957816285245428e+02,1.142416584236460722e+03,1.523137176121753000e+15
9.722174120008428417e+02,-5.992413784262742382e+01,1.180401853646194922e+03,-3.008521918909847955e+03,5.808602241700044942e+03,-5.722980113908017756e+02,9.466321485326459424e+02,-1.851784820587657165e+01,1.202351455510275173e+03,1.523137176131818000e+15
9.571713850926761324e+02,1.813921996930134739e+01,1.172402184569281417e+03,-1.468350001693809418e+03,7.736342124180391693e+03,-7.931197166540882790e+02,9.722105773736078618e+02,3.811655536422966861e+01,1.170125495606275990e+03,1.523137176141965000e+15
9.722899675511562236e+02,7.113750361545140777e+01,1.170590367624065038e+03,1.529551863368423710e+03,5.206605442018631948e+03,-1.716736019359567536e+02,1.002092050026574498e+03,4.677236601979754482e+01,1.176709747845389529e+03,1.523137176151989000e+15
9.822351383571985934e+02,8.413329338491573139e+01,1.159522063111619900e+03,9.760859806506495033e+02,1.236839381370107958e+03,-1.104810784341184672e+03,9.768847905295567671e+02,4.506302873419373611e+01,1.150170494618534349e+03,1.523137176162051000e+15
9.799003173711894306e+02,1.282392824201512838e+02,1.170334235903125318e+03,-2.452439346677605272e+02,4.395694988978044421e+03,1.094481249101850608e+03,9.678046365786736942e+02,1.599768776416857463e+02,1.192194516538042535e+03,1.523137176172190000e+15
9.790572773157673510e+02,2.075795091014222749e+02,1.170610274829942227e+03,-8.134881612946843177e+01,7.881054543509912037e+03,1.436639363002973369e+01,9.806666766070227368e+02,2.429627858929127910e+02,1.159941501265740953e+03,1.523137176182220000e+15
9.938244872745982548e+02,2.701558989746786210e+02,1.171779693138879338e+03,1.477701249117450516e+03,6.162672280076341849e+03,1.167197158504804833e+02,1.009405185394723844e+03,2.539217434128358661e+02,1.172805447511516377e+03,1.523137176192280000e+15
9.968963085317860759e+02,2.895381312602497133e+02,1.160285977556035959e+03,2.893758256669141247e+02,1.863963027582188033e+03,-1.150827030860341210e+03,9.851911172977993374e+02,2.472936407450573597e+02,1.147625064814687676e+03,1.523137176202426000e+15
9.858800131194013829e+02,3.419197228218067721e+02,1.167317586563114219e+03,-1.105116519937754447e+03,5.215698401673342232e+03,7.169793664297045552e+02,9.719699594503475737e+02,3.756616841075419870e+02,1.185857465878796120e+03,1.523137176212541000e+15
9.842611858612144715e+02,4.050521321506801087e+02,1.156954965132828193e+03,-1.485660717534451578e+02,6.250391767147169958e+03,-1.044950744394078356e+03,9.936935238024050250e+02,4.160275574628200275e+02,1.139422550038245163e+03,1.523137176222616000e+15
1.016387276354116239e+03,4.502492890063102777e+02,1.157616458774357397e+03,3.214399270454798170e+03,4.444398464768890335e+03,7.869202062285734200e+01,1.049999027564552307e+03,4.329425281904686926e+02,1.168727459859827150e+03,1.523137176232729000e+15
1.031832489065702703e+03,4.562533065463701405e+02,1.146246151200919030e+03,1.505787759949656675e+03,5.468467525055175429e+02,-1.138027996192355658e+03,1.015133709072740999e+03,4.178133394387410249e+02,1.134088923421251820e+03,1.523137176243689000e+15
1.016603988831188758e+03,5.363989819228877423e+02,1.152504001210901606e+03,-1.540994765958788321e+03,8.007978034284068599e+03,6.394492383523679564e+02,9.863176109971782353e+02,6.110761897743501549e+02,1.170142131182807589e+03,1.523137176253808000e+15
1.007435895740479509e+03,6.287710399653908553e+02,1.131167827574313833e+03,-8.982403221411242384e+02,9.140709668937190145e+03,-2.141371726980907169e+03,1.013677750309358089e+03,6.410633176650533187e+02,1.103437161554202703e+03,1.523137176263806000e+15
1.032825368905483629e+03,6.892373483316858938e+02,1.118242101093700285e+03,2.549771112382200499e+03,5.936485285118811589e+03,-1.266818118751237762e+03,1.067197245291898753e+03,6.582965600086090490e+02,1.126730091882895749e+03,1.523137176273867000e+15
1.037620004377537043e+03,6.874145083285693545e+02,1.092609905525031536e+03,4.487388053011475222e+02,-2.538186479973328460e+02,-2.548003398535935503e+03,1.016916928725768685e+03,6.262268154742647539e+02,1.079645891143874906e+03,1.523137176283975000e+15
1.020086384885547773e+03,7.739992909197299014e+02,1.085080214200783985e+03,-1.758769251802807048e+03,8.661536773824420379e+03,-7.223146914723977261e+02,9.980653773405470019e+02,8.631222599908637676e+02,1.103030556861895775e+03,1.523137176294044000e+15
1.013947737515426525e+03,8.642068283624475953e+02,1.055982121444587847e+03,-5.926715675278984463e+02,8.916382226147183246e+03,-2.901154383587376287e+03,1.025396782663333397e+03,8.677989980669210581e+02,1.034107175603115593e+03,1.523137176304147000e+15
